News Org,Tweets Ago,Date,Tweet,Compound,Positive,Neutral,Negative
@CBS,17,Thu Nov 30 07:52:09 +0000 2017,Missed Bruno Mars: 24K Magic Live at the Apollo Theater? Keep up! Watch the full show: https://t.co/itXpGB5gRm… https://t.co/nkRMIUd2Df,-0.3595,0.0,0.128,0.872
@CBS,18,Thu Nov 30 04:09:55 +0000 2017,RT @CWatkinsTV: That. Was. Amazing! #BrunoMars,0.6239,0.45,0.0,0.55
@CBS,19,Thu Nov 30 04:00:27 +0000 2017,The stage is 🔥🔥 #BrunoMars https://t.co/nykrDH46Bs,0.0,0.0,0.0,1.0
@CBS,20,Thu Nov 30 03:59:09 +0000 2017,RT @anitakearney65: I could watch this all night #Brunomars #BrunosTvSpecial so much fun to watch OMG,0.5542,0.204,0.0,0.796
@CBS,21,Thu Nov 30 03:55:37 +0000 2017,Everybody put your hands up! #BrunoMars https://t.co/jU7NyttAqv,0.0,0.0,0.0,1.0
@CBS,22,Thu Nov 30 03:51:38 +0000 2017,RT @Sara_nurse: My 2yr old niece heard @BrunoMars and is now up singing and dancing #BrunosTVSpecial #BrunoMars,0.0,0.0,0.0,1.0
@CBS,23,Thu Nov 30 03:44:54 +0000 2017,"RT @AllieNY86: His voice is mesmerizing 
#BrunoMars",0.0,0.0,0.0,1.0
@CBS,24,Thu Nov 30 03:37:13 +0000 2017,RT @BrunoMars: We love you MARY!!!! ❤️ #BrunosTvSpecial,0.7482,0.434,0.0,0.566
@CBS,25,Thu Nov 30 03:35:13 +0000 2017,RT @RDMichelleLNK: Loving a dose of #BrunoMars midweek. So amazing!,0.8513,0.542,0.0,0.458
@CBS,26,Thu Nov 30 03:33:32 +0000 2017,We’re only halfway into the show. Get ready for more of your favorite #BrunoMars tunes! https://t.co/BJh0PeX864,0.7232,0.302,0.0,0.698
@CBS,27,Thu Nov 30 03:23:03 +0000 2017,"When #BrunoMars tells you to pick up the phone, that’s exactly what you do. https://t.co/JZDS26h3lL",0.0,0.0,0.0,1.0
@CBS,28,Thu Nov 30 03:11:31 +0000 2017,RT @MargoSlade: Best way to relax after a hard day of work watching #BrunoMars on #BrunosTVSpecial my heart is the happiest,0.8979,0.394,0.049,0.557
@CBS,29,Thu Nov 30 03:09:54 +0000 2017,RT @Tiffany48184: Now that's how you open up a show!!!!! #BrunoMars,0.0,0.0,0.0,1.0
@CBS,30,Thu Nov 30 03:07:20 +0000 2017,RT if you’re ready to party with #BrunoMars!! https://t.co/o4qQoKOzgH,0.6988,0.452,0.0,0.548
@CBS,31,Thu Nov 30 03:06:38 +0000 2017,RT @BrunoMars: POP POP!!💥💥 everyone tweet #BrunosTvSpecial! We on!!!! 🍾,0.0,0.0,0.0,1.0
@CBS,32,Thu Nov 30 03:03:15 +0000 2017,RT @Queentassia14: Bruno Mars Live at the Apollo!!!! Yeah I have to wake up at like 4 am for work.... but it's worth it. #BrunoMars #Brunos…,0.7067,0.246,0.0,0.754
@CBS,33,Thu Nov 30 03:02:34 +0000 2017,RT @asbstar30: BRUNO #BrunoMars,0.0,0.0,0.0,1.0
@CBS,34,Thu Nov 30 02:59:59 +0000 2017,"Get on your feet, and prepare to dance. #BrunoMars is hitting the stage! https://t.co/yOyq8JlMZj",0.0,0.0,0.0,1.0
@CBS,35,Thu Nov 30 02:45:03 +0000 2017,"Pop pop, it's showtime! Bruno Mars: 24K Magic Live at the Apollo starts at 10/9c on CBS, or try 1 month FREE of CBS… https://t.co/cpCSYDKieM",0.6514,0.158,0.0,0.842
@CBS,36,Thu Nov 30 00:06:05 +0000 2017,Calling all Bruno Mars' lovelies... don't miss Bruno Mars: 24K Magic Live at the Apollo tonight @ 10/9c on CBS &amp; CB… https://t.co/nGOgukLMx9,0.1139,0.064,0.0,0.936
@CBS,37,Wed Nov 29 23:20:13 +0000 2017,You'll treasure this special night with #BrunoMars! Find out how to watch Bruno Mars: 24K Magic Live at the Apollo… https://t.co/qF2eRcJLSJ,0.6825,0.228,0.0,0.772
@CBS,38,Wed Nov 29 23:15:24 +0000 2017,RT @BrunoMars: Ladies put your hoops on tonight! Fellas break out that good cologne! #BrunosTvSpecial is airing on @CBS! What y’all trynna…,0.5826,0.152,0.0,0.848
@CBS,39,Wed Nov 29 23:14:57 +0000 2017,RT @YoungSheldon: Sheldon will do whatever it takes to get his hands on his own computer in tomorrow's all-new episode of #YoungSheldon! ht…,0.0,0.0,0.0,1.0
@CBS,40,Wed Nov 29 23:13:40 +0000 2017,RT @survivorcbs: What drama will ensue on back-to-back episodes of #Survivor tonight? Watch a sneak peek now: https://t.co/LHcxyClSw1 https…,0.0,0.0,0.0,1.0
@CBS,41,Wed Nov 29 22:34:56 +0000 2017,Discover every reason why #BrunoMars is 24K Magic! Watch Bruno Mars: 24K Magic Live at the Apollo tonight @ 10/9c o… https://t.co/oaPjvl3rSW,0.0,0.0,0.0,1.0
@CBS,42,Wed Nov 29 21:07:33 +0000 2017,Did you catch these tiny moments during the 2017 Victoria's Secret Fashion Show? Find out what you may have missed:… https://t.co/IIyupot9uU,0.0,0.0,0.0,1.0
@CBS,43,Wed Nov 29 20:41:13 +0000 2017,RT @funnyordie: Live! Watch Tim Meadows and Patrick Brammall of @NoActivityCBS play themselves in new 8-bit video game! https://t.co/nXCuHO…,0.4559,0.142,0.0,0.858
@CBS,44,Wed Nov 29 15:00:07 +0000 2017,The 'Only Angel' @Harry_Styles saw last night were the ones on the runway! Watch him perform at the #VSFashionShow:… https://t.co/na8GAiZwmS,0.0,0.0,0.0,1.0
@CBS,45,Wed Nov 29 12:00:06 +0000 2017,This entire collection is drop-dead gorgeous. See all the most sizzling looks from the 2017 #VSFashionShow:… https://t.co/zpTKXcm05r,0.6124,0.2,0.0,0.8
@CBS,46,Wed Nov 29 09:09:48 +0000 2017,"Stars @Miguel, @Harry_Styles, @leslieodomjr &amp; more set the tone for a truly incredible show! Watch all the musical… https://t.co/kmo4l3aGai",0.4926,0.158,0.0,0.842
@CBS,47,Wed Nov 29 08:39:05 +0000 2017,Some of the best moments happen behind the scenes! Here's your backstage pass to the 2017 Victoria's Secret Fashion… https://t.co/S8MpOnhC6b,0.6696,0.191,0.0,0.809
@CBS,48,Wed Nov 29 08:22:35 +0000 2017,"From the sky-high heels to the jaw-dropping wings, these outfits are fashion goals! See all the best looks from the… https://t.co/GnyZ8NnBYH",0.6696,0.183,0.0,0.817
@CBS,49,Wed Nov 29 07:56:05 +0000 2017,Missed the world’s most celebrated fashion show? Catch up on your own time and watch the entire 2017 Victoria's Sec… https://t.co/9OuYvHItzh,0.4201,0.158,0.087,0.754
@CBS,50,Wed Nov 29 06:41:12 +0000 2017,"RT @VictoriasSecret: That’s a wrap on the 2017 #VSFashionShow!! BIG thanks to the Angels, the people of Shanghai &amp; YOU for watching! https:…",0.5826,0.152,0.0,0.848
@CBS,51,Wed Nov 29 04:13:05 +0000 2017,Want to relive all of your favorite #VSFashionShow runway moments?  @GIPHY has you covered. https://t.co/mgfziAQR4c,0.5106,0.249,0.0,0.751
@CBS,52,Wed Nov 29 04:02:16 +0000 2017,"RT @vannalovescats: Another successful show. I’m so proud of all of the beautiful ladies, they all did amazing. The musical guests were FAN…",0.9476,0.449,0.0,0.551
@CBS,53,Wed Nov 29 04:00:58 +0000 2017,55 Models. 88 Looks. 1 FABULOUS Night. #VSFashionShow https://t.co/TmYqRjDRE5,0.6289,0.371,0.0,0.629
@CBS,54,Wed Nov 29 03:57:07 +0000 2017,Two. Million. Dollar. Bra. 😮  #VSFashionShow https://t.co/4dp7RbMHlp,0.0,0.0,0.0,1.0
@CBS,55,Wed Nov 29 03:56:08 +0000 2017,RT @exclvdes: HARRY SINGING ANGEL FOR THE ANGELS HAS ME CRYING #VSFashionShow,-0.5904,0.0,0.258,0.742
@CBS,56,Wed Nov 29 03:53:09 +0000 2017,RT @victoriaa_POW: how does one become a vs angel overnight......asking for a friend #vsfashionshow,0.4939,0.225,0.0,0.775
@CBS,57,Wed Nov 29 03:52:28 +0000 2017,RT @MzShortNSweet_: Guys it's almost done... I can not😩💆🏾💖💕😘✨ #VSFashionShow,0.0,0.0,0.0,1.0
@CBS,58,Wed Nov 29 03:47:11 +0000 2017,Absolute goddess. #VSFashionShow https://t.co/cSCwwFltQW,0.0,0.0,0.0,1.0
@CBS,59,Wed Nov 29 03:45:32 +0000 2017,FIERCE. #VSFashionShow https://t.co/VNlXH4Z3kJ,0.0,0.0,0.0,1.0
@CBS,60,Wed Nov 29 03:42:10 +0000 2017,RT @__lowens: Is it just me or are the models this year EXTRA beautiful? #Diversity #VSFashionShow,0.5994,0.206,0.0,0.794
@CBS,61,Wed Nov 29 03:39:21 +0000 2017,RT @Ceci20GS: Can’t believe this is @AngelAlessandra last walk 😭#VSFashionShow,0.0,0.0,0.0,1.0
@CBS,62,Wed Nov 29 03:36:37 +0000 2017,RT @JustHedyJ: All these ladies are so beautiful I love them all. #VSFashionShow,0.8878,0.486,0.0,0.514
@CBS,63,Wed Nov 29 03:34:35 +0000 2017,💖 #VSFashionShow https://t.co/Vs9sktkL8c,0.0,0.0,0.0,1.0
@CBS,64,Wed Nov 29 03:26:10 +0000 2017,"It's not about how we fall, it's about how we get up. #VSFashionShow https://t.co/NCe08O8OjU",0.0,0.0,0.0,1.0
@CBS,65,Wed Nov 29 03:22:53 +0000 2017,Runway ready! #VSFashionShow https://t.co/tUeJ2A6xRx,0.4199,0.482,0.0,0.518
@CBS,66,Wed Nov 29 03:22:27 +0000 2017,RT @VictoriasSecret: That VOICE 😱! @leslieodomjr making us actually excited for ❄. #VSFashionShow https://t.co/peaKzrveKi,0.4003,0.172,0.0,0.828
@CBS,67,Wed Nov 29 03:20:56 +0000 2017,RT @SaraSampaio: It’s show time! Tune in now on cbs #vsfashionshow https://t.co/u75WfqCJr7,0.0,0.0,0.0,1.0
@CBS,68,Wed Nov 29 03:18:45 +0000 2017,These Angels can do anything. 👊 #VSFashionShow https://t.co/7vz0zSz6Yc,0.0,0.0,0.0,1.0
@CBS,69,Wed Nov 29 03:16:50 +0000 2017,"RT @airfly111: IT'S MY FAVORITE NIGHT OF THE YEAR! #VSFashionShow
🙌❤️",0.6155,0.287,0.0,0.713
@CBS,70,Wed Nov 29 03:11:29 +0000 2017,Porcelain perfection. 😘  #VSFashionShow https://t.co/XQe14ycc1j,0.5719,0.552,0.0,0.448
@CBS,71,Wed Nov 29 03:10:51 +0000 2017,RT @EbtheCeleb: Saaaaannnngg Miguel #VSFashionShow,0.0,0.0,0.0,1.0
@CBS,72,Wed Nov 29 03:07:06 +0000 2017,When you know you SLAYED your walk. #VSFashionShow https://t.co/ZXVwioihIP,0.0,0.0,0.0,1.0
@CBS,73,Wed Nov 29 03:04:59 +0000 2017,.@Harry_Styles is killing it on stage right now. #VSFashionShow https://t.co/TtJHP1ZPOM,-0.6597,0.0,0.328,0.672
@CBS,74,Wed Nov 29 02:56:00 +0000 2017,"Grab your bestie, it’s time for the #VSFashionShow! https://t.co/0lqrCDrsBA",0.0,0.0,0.0,1.0
@CBS,75,Wed Nov 29 02:53:04 +0000 2017,This is what Tuesday night dreams are made of. Stay in with the #VSFashionShow tonight at 10/9c on CBS! Use code LE… https://t.co/Gzp3guuj8A,0.4574,0.12,0.0,0.88
@CBS,76,Wed Nov 29 02:24:15 +0000 2017,The #VSFashionShow Angels have arrived on the PINK Carpet! See them here: https://t.co/rWLPkoL3A1 https://t.co/CNCskef9xu,0.0,0.0,0.0,1.0
@CBS,77,Wed Nov 29 00:43:55 +0000 2017,Get in the holiday spirit tonight with a classic special! Watch Rudolph the Red-Nosed Reindeer at 8/7c on CBS.… https://t.co/TbTrPebanb,0.75,0.316,0.0,0.684
@CBS,78,Tue Nov 28 23:38:24 +0000 2017,"Join the Angels in Shanghai at the 2017 #VSFashionShow tonight @ 10/9c on CBS, or stream it live on CBS All Access:… https://t.co/UZ6omchwEt",0.296,0.095,0.0,0.905
@CBS,79,Tue Nov 28 23:02:06 +0000 2017,"Tomorrow night, Bruno Mars will take you on a joyride with Bruno Mars: 24K Live at the Apollo at 10/9c on CBS and C… https://t.co/XjmvRDmshi",0.2732,0.084,0.0,0.916
@CBS,80,Tue Nov 28 21:33:30 +0000 2017,"Over 250,000 crystals adorn Angel Elsa Hosk's stunning look! Don't miss the #VSFashionShow tonight @ 10/9c on CBS:… https://t.co/I7Cj01F1XO",0.6412,0.294,0.0,0.706
@CBS,81,Tue Nov 28 20:36:19 +0000 2017,"RT @CBSThisMorning: WATCH: @BrunoMars sits down with @GayleKing ahead of Wednesday’s #24KMagic Live special at @ApolloTheater on @CBS!  

F…",0.4574,0.143,0.0,0.857
@CBS,82,Tue Nov 28 19:35:16 +0000 2017,It's almost showtime! Head backstage with the Angels &amp; performers @Miguel and @LeslieOdomJr as they prepare for the… https://t.co/G7tzZiUG6Z,0.0,0.0,0.0,1.0
@CBS,83,Tue Nov 28 17:00:03 +0000 2017,"She's an Angel! Tonight, @Harry_Styles hits the runway at the #VSFashionShow @ 10/9c on CBS &amp; CBS All Access:… https://t.co/PowmtV0e9V",0.0,0.0,0.0,1.0
@CBS,84,Tue Nov 28 15:31:01 +0000 2017,"Craving more fashion?

Go behind the scenes LIVE on Facebook at 6:15ET before tonight’s #VSFashionShow with @etnow’… https://t.co/YkZSxzXsVo",0.0,0.0,0.0,1.0
@CBS,85,Tue Nov 28 15:00:05 +0000 2017,Spread your wings &amp; fly to Shanghai tonight! Here's how to watch the #VSFashionShow @ 10/9c on CBS &amp; CBS All Access… https://t.co/pixsXXIN1w,0.0,0.0,0.0,1.0
@CBS,86,Tue Nov 28 14:25:21 +0000 2017,"Congrats to Jay-Z, @KendrickLamar, @BrunoMars, @Lorde, @LadyGaga and all the 2018 #GRAMMYs nominees! See the comple… https://t.co/KLX6VHIfX7",0.5707,0.187,0.0,0.813
@CBS,87,Tue Nov 28 01:37:07 +0000 2017,Go backstage with the Angels as they get ready to walk the runway! Watch the #VSFashionShow tomorrow at 10/9c on CB… https://t.co/o98pKc51Zq,0.4199,0.117,0.0,0.883
@CBS,88,Tue Nov 28 00:09:46 +0000 2017,Bruno Mars is taking over New York City this Wed with Bruno Mars: 24K Magic Live at the Apollo! Tune in @ 10/9c on… https://t.co/A871bmdHiU,0.0,0.0,0.0,1.0
@CBS,89,Mon Nov 27 22:03:36 +0000 2017,"Tomorrow, don't miss the sexiest night on television when the #VSFashionShow airs @ 10/9c on CBS, or stream it with… https://t.co/O00i3BItsG",0.1139,0.071,0.0,0.929
@CBS,90,Mon Nov 27 20:02:27 +0000 2017,Make all your streams come true with a 1-month FREE trial of #CBSAllAccess. Use promo code LETSGO by 12/4:… https://t.co/G9trBBmefn,0.7804,0.287,0.0,0.713
@CBS,91,Mon Nov 27 18:32:06 +0000 2017,"Singer-songwriter @JoshGroban will headline the #Home4Holidays adoption special along with @kelly_clarkson,… https://t.co/EgzxIsLhjv",0.4019,0.197,0.0,0.803
@CBS,92,Mon Nov 27 12:01:03 +0000 2017,"Tomorrow, don't miss @Harry_Styles perform alongside the Angels at the #VSFashionShow! Tune in at 10/9c on CBS &amp; CB… https://t.co/a0fxt0rqUf",0.1867,0.084,0.0,0.916
@CBS,93,Mon Nov 27 00:53:16 +0000 2017,Due to #NFL football overrun #CBS is delayed in east &amp; central time zones. New start times #60minutes 7:46ET/6:46CT… https://t.co/tA6gF7rkGX,-0.2263,0.0,0.091,0.909
@CBS,94,Mon Nov 27 00:16:34 +0000 2017,"RT @RecordingAcad: Two days left 'til #GRAMMYs nominations! 🙌 Are you excited? 

RT if you're counting down with us! 🎶 https://t.co/11tdE0k…",0.4559,0.142,0.0,0.858
@CBS,95,Mon Nov 27 00:15:41 +0000 2017,"Spread some holiday cheer with the heartwarming Christmas classic, The Story of Santa Claus! Watch the full special… https://t.co/3TQ6qjpzK6",0.8553,0.37,0.0,0.63
@CBS,96,Sun Nov 26 23:17:42 +0000 2017,Glimpse the Angels' breathtaking ensembles before the Victoria's Secret Fashion Show! Watch the #VSFashionShow Tues… https://t.co/OaDQQZsoHW,0.5093,0.18,0.0,0.82
@CBS,97,Sun Nov 26 21:01:23 +0000 2017,"In 2 days, supermodels like @BellaHadid will strut the runway in Shanghai at the 2017 #VSFashionShow, Tues @ 10/9c… https://t.co/Bx7ou8GgSc",0.3612,0.128,0.0,0.872
@CBS,98,Sun Nov 26 15:00:05 +0000 2017,"Uh, look out! Bruno Mars: 24K Magic Live at the Apollo airs Wednesday at 10/9c on CBS and CBS All Access! https://t.co/l4slX4oNou",0.0,0.0,0.0,1.0
@CBS,99,Sun Nov 26 12:00:01 +0000 2017,"In one week, celebrate with Carol Burnett &amp; friends with The Carol Burnett 50th Anniversary Special, Sunday, Dec. 3… https://t.co/mlZQYYYGik",0.8591,0.358,0.0,0.642
@CNN,0,Sat Dec 02 01:00:02 +0000 2017,"American Airlines says there will be enough pilots available to cover all of its December flights, despite a schedu… https://t.co/bhZF44Nb1D",0.0,0.0,0.0,1.0
@CNN,1,Sat Dec 02 00:50:04 +0000 2017,"Senate Republicans may vote to strengthen Obamacare short-term to win over lawmakers, even as it weakens the health… https://t.co/ZW5IsoCA2e",0.5859,0.25,0.094,0.656
@CNN,2,Sat Dec 02 00:40:09 +0000 2017,The Senate is about to vote on a tax bill it's still writing | Analysis by @zbyronwolf https://t.co/UxxdePpBNv https://t.co/Xwz1IhCrmj,0.0,0.0,0.0,1.0
@CNN,3,Sat Dec 02 00:30:15 +0000 2017,"As TV networks grapple with the sexual misconduct allegations lodged against their big stars, a major lingering que… https://t.co/CzkglP7PrD",0.0,0.0,0.0,1.0
@CNN,4,Sat Dec 02 00:20:09 +0000 2017,"President Trump is expected to announce that the US recognizes Jerusalem as Israel's capital, US officials with dir… https://t.co/BsHdUCql7d",0.0,0.0,0.0,1.0
@CNN,5,Sat Dec 02 00:10:04 +0000 2017,"Michael Flynn: From ""lock her up"" to (maybe) locked up | Analysis by @GregJKrieg https://t.co/tRZkAaTyup https://t.co/dAt2r8pq8l",0.0,0.0,0.0,1.0
@CNN,6,Sat Dec 02 00:03:53 +0000 2017,"RT @CNNSitRoom: .@evanperez explains why Michael Flynn's plea agreement was ""an incredible deal"" https://t.co/4Hx0XH4D5t  https://t.co/Adgw…",0.4939,0.186,0.0,0.814
@CNN,7,Sat Dec 02 00:02:03 +0000 2017,Join hosts @andersoncooper &amp; @KellyRipa in just a few weeks to honor all this year's Top 10 #CNNHeroes! Vote now at… https://t.co/RUGXYixw0G,0.7574,0.294,0.0,0.706
@CNN,8,Fri Dec 01 23:50:05 +0000 2017,"GOP Rep. Blake Farenthold settled a sexual harassment complaint brought by an aide with taxpayer money in 2014, acc… https://t.co/PyjrxXwdr5",-0.6908,0.0,0.251,0.749
@CNN,9,Fri Dec 01 23:40:05 +0000 2017,A former National Security Agency employee pleaded guilty Friday to taking sensitive national defense information f… https://t.co/K2S1GtJpv4,0.0258,0.198,0.142,0.66
@CNN,10,Fri Dec 01 23:30:03 +0000 2017,German police defuse device near Christmas market outside Berlin https://t.co/r4yQdDrR5y https://t.co/ftEmTHek3O,0.0,0.0,0.0,1.0
@CNN,11,Fri Dec 01 23:20:06 +0000 2017,A man's tattoo left doctors debating whether to save his life https://t.co/pOS6iivPYO https://t.co/0vlvW3AXEB,0.4939,0.225,0.0,0.775
@CNN,12,Fri Dec 01 23:10:07 +0000 2017,Russian Parliament plans to ban American journalists https://t.co/9iHZZ8aAZG https://t.co/xvjzFbimgN,-0.5574,0.0,0.31,0.69
@CNN,13,Fri Dec 01 23:00:15 +0000 2017,How President Trump has disparaged the Russia investigation https://t.co/LYHeVi4GIw https://t.co/UuGhS4kub9,-0.34,0.0,0.211,0.789
@CNN,14,Fri Dec 01 22:50:04 +0000 2017,The court filings from former Trump national security adviser Michael Flynn's plea hearing show special counsel Rob… https://t.co/PdUDOGToCl,0.6249,0.242,0.0,0.758
@CNN,15,Fri Dec 01 22:40:06 +0000 2017,How Kate Steinle's case became one of the biggest trials of the year https://t.co/0Ej3KkTLs0 https://t.co/VzGG65mnXj,0.0,0.0,0.0,1.0
@CNN,16,Fri Dec 01 22:30:07 +0000 2017,"A man tried to mimic a TV stunt -- and set off a massive fire that damaged 32 buildings, displaced at least 18 peop… https://t.co/8YGM6basut",-0.6486,0.0,0.209,0.791
@CNN,17,Fri Dec 01 22:20:08 +0000 2017,Fire risk prompts new rules for 'Smart Bags' on American Airlines flights https://t.co/IoM7dZuxgl https://t.co/yPbEq7BQPt,-0.2023,0.148,0.247,0.604
@CNN,18,Fri Dec 01 22:10:13 +0000 2017,Geraldo Rivera apologizes to Bette Midler after she accused him earlier this week of drugging and groping her in th… https://t.co/2ObKhYtVVK,0.0772,0.105,0.093,0.802
@CNN,19,Fri Dec 01 22:00:07 +0000 2017,Former President Obama met with the Dalai Lama in India on Friday https://t.co/nTZXw27vOe https://t.co/NijIgEjvgr,0.0,0.0,0.0,1.0
@CNN,20,Fri Dec 01 21:45:13 +0000 2017,Exclusive: Clinton and Sanders campaign managers call tax reform a 'golden opportunity' for Dems to win 'every demo… https://t.co/U7EfAj4byO,0.7964,0.351,0.0,0.649
@CNN,21,Fri Dec 01 21:32:06 +0000 2017,"Jared Kushner is the very senior Trump team member who told Michael Flynn to contact the Russian ambassador, source… https://t.co/uwvcD83fPu",0.0,0.0,0.0,1.0
@CNN,22,Fri Dec 01 21:25:17 +0000 2017,"RT @TheLeadCNN: Why did Flynn lie about his conversations with the Russian ambassador?

Why has the White House told you so many lies about…",-0.4728,0.0,0.118,0.882
@CNN,23,Fri Dec 01 21:20:07 +0000 2017,"Matt Lauer ""will not be paid past his last day of work,"" a senior NBC source says https://t.co/cl0vWESsF7 https://t.co/Oi5rUWhK6J",0.0,0.0,0.0,1.0
@CNN,24,Fri Dec 01 21:10:07 +0000 2017,A McDonald's manager who gave police a loaded gun that led to the arrest of a suspect in a series of killings in Ta… https://t.co/N9HT3M1d4M,-0.8885,0.0,0.404,0.596
@CNN,25,Fri Dec 01 20:59:45 +0000 2017,"You won't find studies in humans that prove chicken soup can fight a cold, but there's enough evidence to make it w… https://t.co/A7MFe3siU1",-0.2023,0.0,0.079,0.921
@CNN,26,Fri Dec 01 20:43:58 +0000 2017,Police officer adopts homeless mother's opioid-addicted newborn https://t.co/mfIiuO1TFZ https://t.co/k9kfMHyN4H,0.1779,0.175,0.0,0.825
@CNN,27,Fri Dec 01 20:30:08 +0000 2017,The world's biggest lithium ion battery has started delivering power in Australia. It uses wind and can power as ma… https://t.co/vYRkJn1wJo,0.0,0.0,0.0,1.0
@CNN,28,Fri Dec 01 20:20:11 +0000 2017,"""The presence of God today is also called Rohingya"": Pope Francis referred to the Rohingya people, Myanmar's persec… https://t.co/MepSk5DUlh",0.2732,0.104,0.0,0.896
@CNN,29,Fri Dec 01 20:10:07 +0000 2017,"Thanks to the giant advertisement that is ""Star Wars,"" Ireland's ruggedly beautiful Skellig Islands are feeling the… https://t.co/NSDfGOJefQ",0.8074,0.356,0.0,0.644
@CNN,30,Fri Dec 01 20:00:16 +0000 2017,An independent report faults police over planning and failure to protect the public at Charlottesville rally that l… https://t.co/ZA2wkgNtzp,-0.5859,0.104,0.256,0.64
@CNN,31,Fri Dec 01 19:50:05 +0000 2017,Here's what we've learned in court and from filings about the Michael Flynn case https://t.co/GkGiDluocv https://t.co/oVtKmJXJQ4,0.0,0.0,0.0,1.0
@CNN,32,Fri Dec 01 19:41:07 +0000 2017,Hillary Clinton and Bernie Sanders campaign managers call tax reform a 'golden opportunity' for Democrats to win 'e… https://t.co/hwaRou1MSi,0.765,0.292,0.0,0.708
@CNN,33,Fri Dec 01 19:33:43 +0000 2017,The market had a slight panic attack on the news that Michael Flynn may testify against President Trump. But it did… https://t.co/ETZfY2HQSS,-0.7506,0.0,0.252,0.748
@CNN,34,Fri Dec 01 19:21:06 +0000 2017,"Shortly after former Trump national security adviser Michael Flynn pleaded guilty to lying to the FBI, former FBI D… https://t.co/6sb09NCGYD",-0.5859,0.094,0.242,0.664
@CNN,35,Fri Dec 01 19:11:32 +0000 2017,"Sen. Mark Warner, the top Democrat on the Senate Intelligence Committee, says Michael Flynn was obviously in a ""gre… https://t.co/JmoL0m0FWB",0.5994,0.224,0.0,0.776
@CNN,36,Fri Dec 01 19:00:17 +0000 2017,German police defuse device near Christmas market outside Berlin https://t.co/1VmCuGDJBu https://t.co/HxBFrZlIld,0.0,0.0,0.0,1.0
@CNN,37,Fri Dec 01 18:55:11 +0000 2017,"RT @CNNPolitics: Sen. Mark Warner, the top Democrat on the Senate intel committee, says the Trump team ""can't distance themselves"" from Mic…",0.2023,0.079,0.0,0.921
@CNN,38,Fri Dec 01 18:45:12 +0000 2017,"62 years ago, Rosa Parks stood up for civil rights by sitting down https://t.co/biQ5JYg89Q https://t.co/XCcL4AparB",0.0,0.0,0.0,1.0
@CNN,39,Fri Dec 01 18:34:06 +0000 2017,"The Justice Department is considering bringing federal charges against Jose Ines Garcia Zarate, the man found not g… https://t.co/JgGRCmJMVy",0.3182,0.151,0.093,0.756
@CNN,40,Fri Dec 01 18:29:23 +0000 2017,"RT @CNNPolitics: CNN's @jimsciutto: In your view, has the President lied about his team's communications with Russia?

Schiff: ""Abundantly…",-0.3818,0.0,0.126,0.874
